application_id,customer_id,application_date,loan_amount,annual_income,debt_to_income_ratio,monthly_debt,credit_score,num_credit_inquiries,num_late_payments_30d,num_late_payments_60d,num_late_payments_90d,credit_line_age,loan_term,interest_rate,employment_status,loan_purpose,home_ownership,application_type,default_flag
APP-000473,CUST-000473,2024-11-20 15:34:02.325256,23353.98,68053.29,0.29,1022.53,589.81,9,3,0,0,36,20,12.54,Self-employed,Other,Other,Joint,1
APP-000474,CUST-000474,2024-09-18 15:34:02.325274,48872.1,51791.45,0.12,3156.93,404.01,8,2,1,1,63,15,10.55,Unemployed,Home improvement,Other,Individual,1
APP-000475,CUST-000475,2024-08-28 15:34:02.325299,39758.86,99935.24,0.18,2062.96,785.33,8,2,3,2,118,23,6.86,Unemployed,Other,Other,Joint,1
APP-000476,CUST-000476,2024-07-02 15:34:02.325312,20646.36,139754.08,0.39,375.7,420.74,3,3,1,1,55,31,8.1,Retired,Other,Mortgage,Joint,1
APP-000477,CUST-000477,2025-03-13 15:34:02.325340,7582.19,30923.66,0.32,1887.56,621.18,7,4,2,1,115,41,8.19,Unemployed,Education,Rent,Joint,1
APP-000478,CUST-000478,2025-01-24 15:34:02.325362,22642.74,54531.23,0.14,4527.08,461.98,8,4,0,1,237,26,4.18,Employed,Business,Own,Individual,1
APP-000479,CUST-000479,2024-05-15 15:34:02.325379,17132.82,59353.03,0.51,3480.99,450.96,9,1,2,0,197,31,6.38,Unemployed,Education,Other,Individual,1
APP-000480,CUST-000480,2024-08-06 15:34:02.325400,49474.46,143693.55,0.53,1292.38,697.83,3,3,1,2,150,47,12.09,Retired,Business,Own,Joint,1
APP-000481,CUST-000481,2024-09-18 15:34:02.325413,38736.42,110732.36,0.2,2359.87,607.15,5,1,1,1,188,12,9.0,Unemployed,Business,Mortgage,Joint,1
APP-000482,CUST-000482,2024-10-01 15:34:02.325426,38379.24,109767.42,0.25,3017.38,612.17,0,1,1,1,145,52,12.59,Retired,Education,Mortgage,Joint,1
APP-000483,CUST-000483,2024-10-10 15:34:02.325446,10228.6,34122.99,0.38,2367.37,792.11,1,1,0,2,141,23,3.38,Retired,Debt consolidation,Mortgage,Individual,1
APP-000484,CUST-000484,2024-10-10 15:34:02.325468,14907.06,50295.13,0.43,535.9,331.6,8,0,1,1,220,38,7.69,Employed,Home improvement,Other,Joint,1
APP-000485,CUST-000485,2024-10-08 15:34:02.325492,47799.74,132540.93,0.16,1187.25,537.71,10,3,1,2,147,31,10.05,Retired,Business,Mortgage,Individual,1
APP-000486,CUST-000486,2024-09-09 15:34:02.325513,4134.53,71900.8,0.5,2724.11,800.67,7,3,3,2,10,59,4.09,Retired,Business,Rent,Joint,1
APP-000487,CUST-000487,2025-01-26 15:34:02.325535,21337.59,43345.15,0.41,2273.97,511.57,10,1,0,1,178,14,5.88,Self-employed,Business,Rent,Individual,1
APP-000488,CUST-000488,2025-01-04 15:34:02.325548,45528.09,73466.16,0.48,781.91,502.8,1,4,2,1,115,22,6.03,Employed,Education,Own,Individual,1
APP-000489,CUST-000489,2024-05-15 15:34:02.325569,37737.07,69550.22,0.47,4307.71,518.17,0,2,0,2,234,20,6.93,Retired,Education,Other,Individual,1
APP-000490,CUST-000490,2024-05-24 15:34:02.325586,12872.39,143502.4,0.17,4138.05,762.86,2,0,0,0,75,19,9.42,Retired,Home improvement,Own,Individual,0
APP-000491,CUST-000491,2025-02-06 15:34:02.325600,22592.24,43132.23,0.46,4484.9,592.76,7,5,0,2,207,45,10.69,Employed,Education,Rent,Joint,1
APP-000492,CUST-000492,2025-04-23 15:34:02.325620,3384.57,69061.42,0.2,1398.56,799.82,3,0,0,1,7,12,7.05,Self-employed,Debt consolidation,Mortgage,Individual,0
APP-000493,CUST-000493,2024-05-20 15:34:02.325635,9226.26,41716.14,0.31,716.88,479.93,8,5,1,2,53,46,7.74,Retired,Debt consolidation,Mortgage,Individual,1
APP-000494,CUST-000494,2024-11-11 15:34:02.325647,9507.46,72278.13,0.26,2068.1,552.33,1,5,2,2,159,35,3.53,Self-employed,Education,Rent,Joint,1
APP-000495,CUST-000495,2025-03-04 15:34:02.325669,35914.02,122863.77,0.56,2932.18,438.57,1,4,2,2,178,36,11.13,Self-employed,Business,Mortgage,Joint,1
APP-000496,CUST-000496,2024-05-19 15:34:02.325685,24624.39,63563.68,0.4,3008.18,510.3,10,5,1,2,150,57,14.86,Self-employed,Debt consolidation,Own,Joint,1
APP-000497,CUST-000497,2024-09-18 15:34:02.325698,38105.04,100569.61,0.13,1997.71,463.14,2,3,1,2,9,27,14.08,Retired,Business,Mortgage,Joint,1
APP-000498,CUST-000498,2025-04-05 15:34:02.325718,26522.77,147083.78,0.42,1584.58,313.03,5,2,1,0,138,15,13.88,Self-employed,Home improvement,Other,Joint,1
APP-000499,CUST-000499,2024-06-07 15:34:02.325735,1296.09,133082.68,0.13,1123.83,648.9,2,1,1,0,44,49,9.59,Self-employed,Home improvement,Own,Joint,0
APP-000500,CUST-000500,2024-11-17 15:34:02.325748,9043.78,45679.71,0.31,3108.09,466.71,9,3,1,1,220,42,3.96,Unemployed,Education,Other,Individual,1
APP-000501,CUST-000501,2024-09-21 15:34:02.325762,25759.34,115540.65,0.48,4134.1,736.46,0,3,3,0,194,31,10.14,Self-employed,Other,Mortgage,Joint,1
APP-000502,CUST-000502,2024-11-20 15:34:02.325782,23226.55,68769.1,0.4,545.31,375.16,7,1,1,0,1,12,13.34,Unemployed,Education,Other,Joint,0
APP-000503,CUST-000503,2024-10-16 15:34:02.325798,19817.83,60015.41,0.59,541.92,786.75,1,3,1,0,195,39,14.49,Unemployed,Other,Other,Joint,1
APP-000504,CUST-000504,2024-05-27 15:34:02.325813,19881.32,75125.24,0.22,2493.08,806.81,5,5,0,2,170,53,4.77,Retired,Home improvement,Rent,Individual,1
APP-000505,CUST-000505,2024-05-21 15:34:02.325835,42234.28,21603.86,0.49,3293.11,804.29,6,5,0,2,232,24,13.51,Self-employed,Education,Rent,Joint,1
APP-000506,CUST-000506,2024-07-27 15:34:02.325848,33265.82,69762.52,0.25,2175.72,782.02,1,0,2,0,68,59,5.51,Retired,Business,Own,Individual,0
APP-000507,CUST-000507,2025-04-25 15:34:02.325866,5746.66,120586.67,0.31,2200.84,458.59,6,1,1,1,47,57,4.61,Retired,Home improvement,Own,Joint,1
APP-000508,CUST-000508,2025-01-07 15:34:02.325885,10096.26,27667.67,0.19,3843.99,442.64,6,3,0,2,42,17,6.52,Retired,Debt consolidation,Rent,Individual,1
APP-000509,CUST-000509,2024-06-30 15:34:02.325901,12504.23,83075.27,0.48,245.63,446.34,0,5,0,0,54,45,12.5,Retired,Other,Rent,Joint,1
APP-000510,CUST-000510,2024-11-04 15:34:02.325918,30614.21,63751.53,0.44,1846.77,473.37,3,2,3,1,156,15,14.7,Unemployed,Debt consolidation,Own,Joint,1
APP-000511,CUST-000511,2024-10-02 15:34:02.325935,36535.79,135436.17,0.17,3089.16,777.95,4,5,1,1,115,51,11.23,Retired,Other,Other,Individual,1
APP-000512,CUST-000512,2024-06-03 15:34:02.325954,47919.81,125640.48,0.11,1928.99,325.16,5,5,3,0,155,43,7.8,Employed,Business,Other,Joint,1
APP-000513,CUST-000513,2024-05-02 15:34:02.325968,45354.94,115456.11,0.25,1136.37,378.74,8,4,0,0,127,17,6.62,Retired,Home improvement,Other,Individual,1
APP-000514,CUST-000514,2024-07-23 15:34:02.325989,12804.18,47513.31,0.48,3366.78,349.19,6,5,0,0,237,32,13.83,Unemployed,Home improvement,Rent,Joint,0
APP-000515,CUST-000515,2024-05-17 15:34:02.326011,7031.81,37648.34,0.37,3681.99,349.74,5,1,0,2,87,36,13.92,Retired,Other,Other,Individual,1
APP-000516,CUST-000516,2025-02-25 15:34:02.326024,15257.85,34479.73,0.27,3042.56,403.49,1,4,2,0,218,32,14.45,Employed,Business,Own,Individual,1
APP-000517,CUST-000517,2024-09-21 15:34:02.326043,16662.51,67453.1,0.44,4023.51,585.86,9,4,1,0,101,12,9.46,Retired,Business,Mortgage,Joint,0
APP-000518,CUST-000518,2024-08-13 15:34:02.326065,34319.07,39165.3,0.24,3785.89,767.02,0,4,2,1,128,56,4.48,Retired,Home improvement,Other,Joint,1
APP-000519,CUST-000519,2024-10-15 15:34:02.326079,3881.82,125327.32,0.18,3640.48,766.44,3,5,0,0,219,43,11.73,Unemployed,Home improvement,Own,Joint,1
APP-000520,CUST-000520,2024-05-13 15:34:02.326097,24197.66,65279.93,0.3,544.75,699.72,4,5,1,2,219,47,7.73,Self-employed,Business,Own,Joint,1
APP-000521,CUST-000521,2025-02-01 15:34:02.326131,29280.71,77444.89,0.34,4506.65,415.37,3,5,0,1,185,48,4.22,Self-employed,Education,Other,Individual,1
APP-000522,CUST-000522,2025-03-07 15:34:02.326154,18423.61,81603.85,0.57,763.26,583.49,5,4,3,0,160,58,7.85,Employed,Debt consolidation,Mortgage,Joint,1
APP-000523,CUST-000523,2024-05-08 15:34:02.326171,30211.62,42423.31,0.47,3924.08,845.14,10,5,0,1,221,53,7.59,Retired,Business,Own,Individual,1
APP-000524,CUST-000524,2025-02-22 15:34:02.326184,24971.7,106942.99,0.35,310.53,615.14,9,3,2,2,190,18,12.53,Self-employed,Education,Other,Joint,1
APP-000525,CUST-000525,2025-02-20 15:34:02.326196,5872.62,28254.78,0.55,4017.08,401.69,0,3,3,0,132,49,9.47,Employed,Home improvement,Own,Individual,1
APP-000526,CUST-000526,2024-05-05 15:34:02.326208,9816.94,92113.83,0.5,790.62,370.85,3,5,1,0,143,28,13.22,Employed,Debt consolidation,Own,Joint,1
APP-000527,CUST-000527,2024-07-21 15:34:02.326225,9408.56,147023.4,0.43,1392.02,325.39,8,2,3,0,147,43,11.34,Unemployed,Other,Mortgage,Individual,1
APP-000528,CUST-000528,2025-04-03 15:34:02.326245,12617.92,44449.57,0.25,4196.61,826.58,9,4,1,2,91,29,4.54,Retired,Debt consolidation,Rent,Joint,1
APP-000529,CUST-000529,2025-02-01 15:34:02.326258,20602.91,30823.03,0.23,2241.65,681.98,8,1,0,2,187,29,14.94,Self-employed,Business,Mortgage,Joint,0
APP-000530,CUST-000530,2024-11-15 15:34:02.326271,49630.0,76371.53,0.11,3097.31,342.64,1,4,0,2,140,38,3.79,Employed,Business,Rent,Joint,1
APP-000531,CUST-000531,2024-12-31 15:34:02.326290,14408.69,32733.09,0.59,1266.68,823.48,1,1,2,2,210,43,4.15,Unemployed,Other,Rent,Joint,1
APP-000532,CUST-000532,2025-04-01 15:34:02.326314,9366.62,143046.34,0.29,1856.83,707.71,8,4,3,1,151,20,6.11,Self-employed,Home improvement,Mortgage,Joint,1
APP-000533,CUST-000533,2024-12-10 15:34:02.326349,3590.37,114304.51,0.59,3596.01,437.01,9,3,3,0,112,34,12.58,Unemployed,Business,Other,Individual,1
APP-000534,CUST-000534,2025-03-12 15:34:02.326365,47425.28,72846.92,0.26,632.67,343.71,3,0,1,2,14,17,11.92,Retired,Debt consolidation,Other,Individual,1
APP-000535,CUST-000535,2024-08-05 15:34:02.326378,34570.97,107980.64,0.37,798.52,307.65,3,5,0,2,108,56,9.41,Unemployed,Home improvement,Own,Joint,1
APP-000536,CUST-000536,2024-05-15 15:34:02.326392,46579.08,119282.36,0.55,1039.11,501.88,2,4,2,0,108,43,7.55,Unemployed,Debt consolidation,Rent,Individual,1
APP-000537,CUST-000537,2025-02-24 15:34:02.326409,15213.17,82806.21,0.23,210.72,647.15,6,1,2,2,131,14,14.22,Retired,Debt consolidation,Rent,Individual,1
APP-000538,CUST-000538,2024-11-08 15:34:02.326431,15619.18,33931.33,0.27,3667.68,521.14,0,0,3,1,50,17,9.35,Self-employed,Education,Own,Joint,1
APP-000539,CUST-000539,2024-05-24 15:34:02.326449,13256.6,81190.83,0.29,1949.58,790.71,8,2,0,1,168,40,4.94,Unemployed,Education,Own,Joint,0
APP-000540,CUST-000540,2024-04-27 15:34:02.326467,10724.77,44643.72,0.12,2093.82,709.16,0,1,1,1,170,29,4.43,Retired,Other,Other,Individual,1
APP-000541,CUST-000541,2024-10-03 15:34:02.326487,25591.07,140062.96,0.52,2066.47,360.35,1,0,1,0,88,44,3.16,Self-employed,Debt consolidation,Rent,Joint,0
APP-000542,CUST-000542,2025-04-21 15:34:02.326499,22282.1,57630.66,0.34,3852.32,436.26,2,5,1,0,71,19,13.37,Self-employed,Education,Mortgage,Joint,1
APP-000543,CUST-000543,2025-03-04 15:34:02.326511,35356.1,85303.41,0.19,4964.25,625.16,10,1,1,0,33,37,3.46,Self-employed,Home improvement,Other,Individual,0
APP-000544,CUST-000544,2025-03-10 15:34:02.326528,43353.16,69445.84,0.36,3560.76,839.07,3,2,3,1,15,44,8.12,Employed,Business,Own,Joint,1
APP-000545,CUST-000545,2024-10-28 15:34:02.326550,35867.69,52105.92,0.55,1072.41,300.29,10,5,2,0,73,42,6.36,Employed,Education,Mortgage,Joint,1
APP-000546,CUST-000546,2024-10-21 15:34:02.326570,17379.83,34498.72,0.43,3478.22,723.76,2,2,2,2,207,35,11.92,Unemployed,Home improvement,Rent,Individual,1
APP-000547,CUST-000547,2025-03-12 15:34:02.326593,44472.5,36963.1,0.47,777.7,622.61,10,1,1,2,114,18,3.9,Unemployed,Business,Other,Individual,1
APP-000548,CUST-000548,2025-02-06 15:34:02.326725,3146.74,44921.87,0.38,1412.12,782.39,8,2,2,1,161,57,4.41,Retired,Debt consolidation,Other,Joint,1
APP-000549,CUST-000549,2024-08-11 15:34:02.326746,39753.37,41701.57,0.24,4843.94,459.31,9,0,1,2,208,37,8.94,Employed,Home improvement,Other,Joint,1
APP-000550,CUST-000550,2024-10-08 15:34:02.326765,20641.6,55294.24,0.19,968.01,419.79,0,4,3,2,181,58,9.3,Unemployed,Home improvement,Rent,Joint,1
APP-000551,CUST-000551,2025-01-28 15:34:02.326785,11972.54,89363.55,0.25,3270.15,818.13,4,1,2,0,164,27,14.87,Self-employed,Other,Own,Individual,0
APP-000552,CUST-000552,2024-06-06 15:34:02.326798,30652.82,67984.32,0.14,3586.22,602.1,2,3,2,1,14,52,12.79,Unemployed,Home improvement,Rent,Individual,1
APP-000553,CUST-000553,2025-04-17 15:34:02.326886,27332.05,147239.11,0.49,3946.46,358.54,6,5,2,2,162,50,9.61,Retired,Home improvement,Rent,Joint,1
APP-000554,CUST-000554,2024-06-07 15:34:02.326909,40578.92,117876.7,0.18,1312.27,699.46,5,1,3,0,126,23,8.51,Self-employed,Home improvement,Other,Individual,1
APP-000555,CUST-000555,2025-04-15 15:34:02.326934,16197.85,135082.9,0.51,3499.36,403.32,2,0,3,0,116,53,14.64,Employed,Other,Mortgage,Individual,1
APP-000556,CUST-000556,2024-10-14 15:34:02.326955,19815.54,34304.62,0.11,4186.48,814.07,2,1,0,1,36,52,10.2,Employed,Debt consolidation,Rent,Individual,1
APP-000557,CUST-000557,2024-08-23 15:34:02.326975,38223.92,136010.74,0.51,1675.45,563.4,3,0,2,2,139,19,3.25,Employed,Debt consolidation,Rent,Individual,1
APP-000558,CUST-000558,2024-09-25 15:34:02.326987,7949.92,138581.71,0.11,2250.25,381.06,10,2,1,2,98,55,13.61,Employed,Education,Mortgage,Individual,1
APP-000559,CUST-000559,2024-12-02 15:34:02.327000,18508.09,100040.58,0.16,4631.93,805.93,0,4,1,0,109,45,7.02,Self-employed,Education,Mortgage,Joint,0
APP-000560,CUST-000560,2024-11-30 15:34:02.327021,18070.9,33509.93,0.56,3376.31,813.09,1,0,1,2,37,32,4.77,Retired,Education,Own,Individual,1
APP-000561,CUST-000561,2024-12-04 15:34:02.327039,8088.72,61996.94,0.16,3884.17,493.93,7,3,3,2,105,50,12.52,Unemployed,Home improvement,Mortgage,Joint,1
APP-000562,CUST-000562,2024-08-14 15:34:02.327067,27398.61,84038.18,0.37,1304.55,345.99,6,4,1,2,22,27,7.34,Self-employed,Debt consolidation,Rent,Joint,1
APP-000563,CUST-000563,2025-02-28 15:34:02.327081,3919.29,65415.18,0.52,4360.51,750.46,4,3,1,2,238,38,5.91,Self-employed,Debt consolidation,Mortgage,Individual,1
APP-000564,CUST-000564,2024-04-30 15:34:02.327093,8010.75,115300.6,0.45,2238.6,329.75,1,5,0,1,214,50,13.45,Employed,Home improvement,Rent,Individual,1
APP-000565,CUST-000565,2025-03-17 15:34:02.327112,1611.41,128038.84,0.31,3874.0,558.37,2,5,2,1,105,58,7.05,Employed,Business,Own,Individual,1
APP-000566,CUST-000566,2024-06-01 15:34:02.327131,2573.84,117647.28,0.35,252.16,757.97,10,3,2,2,128,31,11.51,Retired,Home improvement,Rent,Individual,1
APP-000567,CUST-000567,2025-02-20 15:34:02.327147,37413.6,72052.32,0.13,2083.0,752.38,8,4,0,2,119,42,6.76,Retired,Education,Mortgage,Individual,1
APP-000568,CUST-000568,2024-05-29 15:34:02.327169,21786.87,55089.54,0.15,1940.97,728.34,5,0,1,1,41,46,4.28,Self-employed,Other,Own,Joint,1
APP-000569,CUST-000569,2025-01-12 15:34:02.327185,32281.06,24207.68,0.23,4887.98,610.64,9,3,0,0,80,17,14.32,Employed,Business,Rent,Joint,1
APP-000570,CUST-000570,2024-11-15 15:34:02.327207,37840.27,114339.46,0.59,3572.75,353.56,6,5,0,2,206,21,3.28,Retired,Education,Own,Joint,1
APP-000571,CUST-000571,2024-05-11 15:34:02.327223,23692.2,135076.5,0.15,3648.62,786.42,10,5,1,2,41,44,9.2,Unemployed,Education,Mortgage,Joint,1
APP-000572,CUST-000572,2024-06-10 15:34:02.327246,42941.68,76017.19,0.55,3916.04,513.2,3,4,0,0,145,52,14.93,Employed,Debt consolidation,Mortgage,Joint,1
APP-000573,CUST-000573,2025-03-12 15:34:02.327259,25446.7,79125.02,0.18,1618.92,337.49,9,2,2,0,18,23,11.53,Retired,Business,Other,Joint,1
APP-000574,CUST-000574,2024-09-11 15:34:02.327272,32864.31,38258.14,0.16,2929.92,321.78,4,3,3,2,234,55,4.55,Unemployed,Other,Rent,Joint,1
APP-000575,CUST-000575,2024-09-26 15:34:02.327284,25791.18,54167.57,0.54,3476.27,641.34,10,0,1,2,210,47,3.1,Employed,Business,Other,Individual,1
APP-000576,CUST-000576,2025-03-19 15:34:02.327303,11929.51,133640.66,0.43,1874.9,557.67,8,3,0,0,46,58,4.3,Retired,Education,Mortgage,Joint,1
APP-000577,CUST-000577,2024-11-14 15:34:02.327321,17778.75,98568.02,0.21,3758.17,362.88,7,0,1,1,37,52,5.56,Employed,Other,Other,Individual,0
APP-000578,CUST-000578,2024-10-22 15:34:02.327354,39688.4,147212.91,0.21,1215.17,312.62,10,3,2,1,162,23,4.0,Employed,Business,Other,Individual,1
APP-000579,CUST-000579,2024-04-26 15:34:02.327366,23119.63,74563.84,0.21,4486.75,401.24,0,0,3,1,192,31,4.97,Unemployed,Education,Other,Joint,1
APP-000580,CUST-000580,2025-02-02 15:34:02.327379,48313.9,76781.92,0.56,2937.52,752.66,8,4,1,0,185,54,9.94,Self-employed,Business,Rent,Individual,1
APP-000581,CUST-000581,2024-09-03 15:34:02.327394,46757.15,84927.94,0.26,4001.68,670.67,4,4,0,1,213,20,10.61,Employed,Debt consolidation,Mortgage,Individual,1
APP-000582,CUST-000582,2024-07-20 15:34:02.327417,38944.84,98122.64,0.21,1206.86,405.14,10,4,0,1,208,35,3.19,Unemployed,Other,Own,Joint,1
APP-000583,CUST-000583,2024-09-04 15:34:02.327432,21288.63,65724.77,0.51,2244.08,835.74,5,0,1,1,109,35,5.12,Self-employed,Other,Other,Joint,1
APP-000584,CUST-000584,2024-05-23 15:34:02.327454,34738.98,76874.18,0.24,3177.81,808.82,1,0,0,0,166,13,10.4,Retired,Debt consolidation,Other,Individual,0
APP-000585,CUST-000585,2024-08-11 15:34:02.327471,29480.45,24242.62,0.24,2219.08,422.58,7,4,3,0,50,42,14.41,Unemployed,Education,Other,Joint,1
APP-000586,CUST-000586,2024-10-16 15:34:02.327493,39327.61,85982.91,0.23,3361.67,469.07,6,5,1,0,230,38,3.39,Employed,Home improvement,Rent,Joint,1
APP-000587,CUST-000587,2024-07-07 15:34:02.327506,49648.63,51438.04,0.59,1124.77,654.44,0,4,3,0,240,52,7.68,Self-employed,Education,Rent,Individual,1
APP-000588,CUST-000588,2025-03-06 15:34:02.327519,35791.22,36422.94,0.16,2969.28,515.61,10,2,1,1,52,17,4.12,Retired,Debt consolidation,Mortgage,Individual,1
APP-000589,CUST-000589,2024-07-21 15:34:02.327534,46109.13,30240.43,0.29,3763.23,371.8,7,5,2,0,61,53,13.77,Unemployed,Home improvement,Mortgage,Joint,1
APP-000590,CUST-000590,2024-05-23 15:34:02.327557,3535.69,30785.24,0.17,311.08,841.64,1,0,3,2,31,18,4.7,Unemployed,Home improvement,Own,Individual,1
APP-000591,CUST-000591,2024-10-22 15:34:02.327569,45723.24,47036.42,0.15,4018.12,527.56,7,5,0,0,175,38,7.5,Unemployed,Education,Mortgage,Individual,1
APP-000592,CUST-000592,2025-01-24 15:34:02.327589,33323.65,102057.74,0.53,762.59,488.55,5,3,0,0,133,59,6.05,Employed,Home improvement,Own,Individual,1
APP-000593,CUST-000593,2025-02-06 15:34:02.327608,11599.02,67435.78,0.55,341.59,376.21,1,5,1,1,70,42,5.39,Employed,Business,Rent,Joint,1
APP-000594,CUST-000594,2024-08-15 15:34:02.327630,22367.04,143024.94,0.56,1400.45,408.83,4,3,0,2,203,49,6.74,Self-employed,Education,Other,Joint,1
APP-000595,CUST-000595,2024-12-07 15:34:02.327648,40978.72,100978.43,0.4,2260.7,611.93,5,5,0,1,42,14,14.5,Unemployed,Other,Other,Joint,1
APP-000596,CUST-000596,2024-05-30 15:34:02.327669,47568.53,88964.76,0.3,750.32,744.97,6,1,2,0,18,25,10.88,Unemployed,Home improvement,Rent,Individual,1
APP-000597,CUST-000597,2024-05-08 15:34:02.327685,1534.15,62753.02,0.33,4017.15,794.31,8,0,3,1,154,25,9.33,Employed,Other,Rent,Individual,1
APP-000598,CUST-000598,2024-05-30 15:34:02.327704,21665.76,118306.16,0.26,1736.58,408.42,7,3,0,1,107,19,4.49,Self-employed,Other,Rent,Joint,1
APP-000599,CUST-000599,2025-04-15 15:34:02.327723,14966.81,103676.66,0.53,4942.18,801.4,4,1,3,0,229,46,14.02,Employed,Business,Own,Individual,1
APP-000600,CUST-000600,2024-09-25 15:34:02.327736,36439.43,55707.56,0.48,2121.65,606.05,5,3,0,1,76,56,14.81,Retired,Debt consolidation,Rent,Individual,1
APP-000601,CUST-000601,2025-04-01 15:34:02.327759,41447.37,38035.48,0.6,4334.67,698.34,3,1,0,0,185,35,12.79,Employed,Debt consolidation,Rent,Individual,1
APP-000602,CUST-000602,2024-11-21 15:34:02.327775,4677.07,62812.77,0.41,4099.93,448.45,2,1,3,0,32,32,13.34,Retired,Education,Own,Individual,1
APP-000603,CUST-000603,2024-05-22 15:34:02.327797,25015.09,56470.41,0.49,2516.99,350.49,4,5,0,1,142,27,10.91,Self-employed,Debt consolidation,Own,Joint,1
APP-000604,CUST-000604,2025-04-19 15:34:02.327813,33854.45,80859.55,0.29,2540.7,487.25,9,4,2,1,181,41,10.86,Employed,Home improvement,Mortgage,Joint,1
APP-000605,CUST-000605,2024-09-06 15:34:02.327834,43525.08,86750.33,0.49,1102.18,452.81,2,5,2,2,165,18,4.77,Employed,Debt consolidation,Mortgage,Individual,1
APP-000606,CUST-000606,2025-01-20 15:34:02.327847,14071.08,81911.26,0.37,1889.39,365.08,8,0,2,1,54,21,7.76,Retired,Other,Rent,Individual,1
APP-000607,CUST-000607,2024-10-18 15:34:02.327868,5792.82,104320.83,0.47,2228.42,461.7,6,1,2,2,155,43,9.22,Employed,Debt consolidation,Mortgage,Individual,1
APP-000608,CUST-000608,2025-03-29 15:34:02.327885,44857.86,94779.97,0.22,2754.23,451.5,9,5,3,1,100,18,5.64,Unemployed,Education,Mortgage,Individual,1
APP-000609,CUST-000609,2024-10-30 15:34:02.327901,32208.06,111760.94,0.24,214.91,401.79,9,3,2,2,61,22,6.78,Employed,Home improvement,Mortgage,Joint,1
APP-000610,CUST-000610,2025-02-12 15:34:02.327923,48149.91,106584.08,0.31,299.97,835.9,1,1,0,2,90,42,10.0,Retired,Home improvement,Other,Individual,1
APP-000611,CUST-000611,2025-04-17 15:34:02.327940,28796.07,148753.7,0.52,2721.29,392.02,2,0,0,1,205,59,7.03,Retired,Business,Rent,Joint,1
APP-000612,CUST-000612,2024-09-03 15:34:02.327962,1664.49,65841.43,0.46,4478.59,725.99,9,3,0,1,175,45,11.74,Employed,Home improvement,Other,Individual,1
APP-000613,CUST-000613,2025-02-12 15:34:02.327974,18502.53,24017.61,0.39,3539.87,536.9,3,5,0,0,235,36,10.66,Unemployed,Other,Other,Individual,1
APP-000614,CUST-000614,2024-05-13 15:34:02.327987,18093.41,63055.44,0.39,4737.28,451.94,3,0,2,2,31,39,12.54,Unemployed,Business,Own,Individual,1
APP-000615,CUST-000615,2024-05-10 15:34:02.328004,8209.42,108520.0,0.36,1590.95,606.98,2,2,3,1,16,30,3.19,Employed,Home improvement,Rent,Individual,1
APP-000616,CUST-000616,2024-11-20 15:34:02.328025,1249.42,65793.22,0.52,439.53,375.75,4,4,1,0,182,29,4.71,Self-employed,Education,Own,Joint,1
APP-000617,CUST-000617,2024-08-26 15:34:02.328040,46713.8,52334.71,0.44,2053.96,519.51,1,2,2,2,79,23,9.77,Unemployed,Other,Mortgage,Individual,1
APP-000618,CUST-000618,2024-09-24 15:34:02.328067,28159.9,59138.09,0.14,2919.99,645.58,8,1,3,1,24,20,9.32,Unemployed,Other,Rent,Joint,1
APP-000619,CUST-000619,2024-08-30 15:34:02.328090,21604.78,73333.62,0.11,2882.76,826.62,6,0,1,2,232,31,12.44,Unemployed,Home improvement,Rent,Individual,0
APP-000620,CUST-000620,2024-10-06 15:34:02.328103,7170.86,107110.3,0.33,3862.38,584.9,0,0,0,1,212,53,4.28,Employed,Business,Other,Joint,0
APP-000621,CUST-000621,2025-02-22 15:34:02.328117,37283.17,107673.69,0.47,454.5,412.79,2,4,3,0,57,55,10.68,Self-employed,Business,Rent,Individual,1
APP-000622,CUST-000622,2024-06-10 15:34:02.328134,34700.96,34912.15,0.1,3098.2,366.57,1,1,1,0,121,13,12.99,Retired,Education,Own,Individual,1
APP-000623,CUST-000623,2024-08-21 15:34:02.328150,49152.12,126635.22,0.52,2824.25,751.93,10,3,0,1,37,52,3.26,Self-employed,Home improvement,Mortgage,Individual,1
APP-000624,CUST-000624,2024-11-28 15:34:02.328172,15183.0,33002.56,0.39,1963.23,451.35,6,5,0,1,106,39,4.78,Unemployed,Education,Own,Joint,1
APP-000625,CUST-000625,2024-11-21 15:34:02.328187,2670.09,104554.9,0.43,2333.5,799.46,5,1,3,2,117,29,3.11,Self-employed,Business,Mortgage,Joint,1
APP-000626,CUST-000626,2024-07-31 15:34:02.328209,20140.59,28159.55,0.43,1888.96,695.57,5,3,1,1,200,60,10.9,Retired,Debt consolidation,Other,Joint,0
APP-000627,CUST-000627,2024-06-19 15:34:02.328225,33289.62,94885.06,0.56,3921.91,588.99,2,5,2,2,148,34,10.01,Retired,Debt consolidation,Own,Individual,1
APP-000628,CUST-000628,2025-02-03 15:34:02.328247,12353.51,106483.93,0.35,3460.75,478.01,3,5,1,0,230,23,11.74,Retired,Education,Own,Individual,1
APP-000629,CUST-000629,2025-02-26 15:34:02.328262,2833.5,117491.54,0.32,1996.75,647.21,0,1,2,0,178,40,7.53,Self-employed,Home improvement,Rent,Joint,1
APP-000630,CUST-000630,2024-11-30 15:34:02.328276,12049.33,116480.01,0.32,2736.94,734.5,1,4,0,2,171,18,5.44,Self-employed,Debt consolidation,Rent,Joint,1
